book_id,goodreads_book_id,authors,original_publication_year,title,average_rating,borrowed,available,rating_count
2068,25346,Karen Hesse,1997,Out of the Dust,3.73,0,1,1
2069,23219,Meg Cabot,2006,"Queen of Babble (Queen of Babble, #1)",3.71,0,1,1
2070,13563669,Jeff Kinney,2012,"The Third Wheel (Diary of a Wimpy Kid, #7)",4.21,0,1,1
2071,11925514,Elizabeth Wein,2012,"Code Name Verity (Code Name Verity, #1)",4.08,0,1,1
2072,270807,Ellen Hopkins,2006,"Burned (Burned, #1)",4.24,0,1,1
2073,43330,Sidney Sheldon,1982,Master of the Game,4.09,0,1,1
2074,6539,Patricia Cornwell,1994,"The Body Farm (Kay Scarpetta, #5)",4.04,0,1,1
2075,93722,Meg Cabot,2002,"The Boy Next Door (Boy, #1)",3.83,0,1,1
2077,1254951,Anna Godbersen,2007,"The Luxe (Luxe, #1)",3.63,0,1,1
2078,19330,Beatrix Potter,1986,The Complete Tales,4.36,0,1,1
2079,11650,Philip Roth,1997,"American Pastoral (The American Trilogy, #1)",3.91,0,1,1
2080,24453082,Elizabeth Gilbert,2015,Big Magic: Creative Living Beyond Fear,3.9,0,1,1
2081,19486421,Jim Butcher,2014,"Skin Game (The Dresden Files, #15)",4.55,0,1,1
2083,476543,Gena Showalter,2008,The Darkest Night (Lords of the Underworld #1),4.09,0,1,1
2084,2845024,Neal Stephenson,2008,Anathem,4.18,0,1,1
2085,6433752,Barbara Kingsolver,2009,The Lacuna,3.76,0,1,1
2086,34532,Terry Pratchett,1996,"Hogfather (Discworld, #20; Death, #4)",4.22,0,1,1
2087,5190,Elizabeth Berg,2000,Open House,3.68,0,1,1
2088,16130291,Jeannette Walls,2013,The Silver Star,3.68,0,1,1
2089,11768,John Irving,1981,The Hotel New Hampshire,3.89,0,1,1
2090,15309,Laurell K. Hamilton,1994,"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",4.11,0,1,1
2091,762053,Nora Roberts,2003,"Key of Light (Key Trilogy, #1)",4.16,0,1,1
2092,2241059,Ellen Hopkins,2008,Identical,4.34,0,1,1
2094,9583508,"Janet Evanovich, Lorelei King",2011,"Smokin' Seventeen (Stephanie Plum, #17)",3.94,0,1,1
2095,105549,Dr. Seuss,1961,The Sneetches and Other Stories,4.31,0,1,1
2096,598160,"Bill Martin Jr., Eric Carle",1982,"Polar Bear, Polar Bear, What Do You Hear?",4.16,0,1,1
2097,24861,Hermann Hesse,1919,Demian. Die Geschichte von Emil Sinclairs Jugend,4.1,0,1,1
2098,9590,Kurt Vonnegut Jr.,1965,"God Bless You, Mr. Rosewater",3.94,0,1,1
2100,19030845,Frank Miller,1986,Batman: The Dark Knight Returns #1,4.21,0,1,1
2101,99298,"J.K. Rowling, Mary GrandPr",1999,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)",4.66,0,1,1
2102,6597651,Paolo Bacigalupi,2009,The Windup Girl,3.74,0,1,1
2103,92308,"Oscar Wilde, Richard Allen Cave",1954,The Importance of Being Earnest and Other Plays,4.26,0,1,1
2104,9627755,Stephanie Perkins,2014,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",4.1,0,1,1
2105,38619,Ilona Andrews,2007,"Magic Bites (Kate Daniels, #1)",4.07,0,1,1
2106,17255265,Jodi Ellen Malpas,2013,"This Man Confessed (This Man, #3)",4.43,0,1,1
2107,43944,"Irne Nmirovsky, Sandra Smith",2004,Suite Franaise,3.82,0,1,1
2108,395233,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",1914,The Letters of Vincent van Gogh,3.99,0,1,1
2109,34499,Terry Pratchett,1988,"Sourcery (Discworld, #5; Rincewind #3)",3.87,0,1,1
2110,29801,Bryan Lee O'Malley,2005,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",4.24,0,1,1
2111,22374,"Grant Morrison, Dave McKean",1989,Batman: Arkham Asylum - A Serious House on Serious Earth,4.09,0,1,1
2112,20698530,Jenny Han,2015,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",4.17,0,1,1
2113,23153154,David Baldacci,2015,"Memory Man (Amos Decker, #1)",4.05,0,1,1
2114,2138727,Hillary Jordan,2008,Mudbound,3.99,0,1,1
2115,55403,Mark Bowden,1999,Black Hawk Down,4.28,0,1,1
2116,22055262,"V.E. Schwab, Victoria Schwab",2015,"A Darker Shade of Magic (Shades of Magic, #1)",4.07,0,1,1
2117,3398625,David Grann,2009,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,3.86,0,1,1
2118,15704459,Brandon Sanderson,2015,"Firefight (The Reckoners, #2)",4.29,0,1,1
2119,28249,Trudi Canavan,2001,"The Magicians' Guild (Black Magician Trilogy, #1)",3.96,0,1,1
2120,6693332,Michael Scott,2010,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",4.12,0,1,1
2121,6977769,Lee Child,2010,"61 Hours (Jack Reacher, #14)",4.08,0,1,1
2122,662597,Patricia McCormick,2000,Cut,3.76,0,1,1
2123,74532,"Roald Dahl, Quentin Blake",1981,George's Marvellous Medicine,4.02,0,1,1
2124,41193,Jane Smiley,1991,A Thousand Acres,3.79,0,1,1
2125,24780,Lloyd Alexander,1964,"The Book of Three (The Chronicles of Prydain, #1)",4,0,1,1
2126,2355575,Patricia Briggs,2008,"Cry Wolf (Alpha & Omega, #1)",4.11,0,1,1
2127,770051,Ian Falconer,2000,Olivia,4.13,0,1,1
2128,77156,Kent Haruf,1999,"Plainsong (Plainsong, #1)",4,0,1,1
2129,62953,Daniel Clowes,1998,Ghost World,3.87,0,1,1
2130,11966216,Amanda Hocking,2010,"Torn (Trylle, #2)",4.04,0,1,1
2132,113934,"Eliyahu M. Goldratt, Jeff Cox",1984,The Goal: A Process of Ongoing Improvement,4,0,1,1
2133,9684523,Geraldine Brooks,2011,Caleb's Crossing,3.81,0,1,1
2134,2722413,Claudia Gray,2008,"Evernight (Evernight, #1)",3.64,0,1,1
2135,108942,Lee Child,2007,"Bad Luck and Trouble (Jack Reacher, #11)",4.17,0,1,1
2136,2152,Karen Joy Fowler,2004,The Jane Austen Book Club,3.07,0,1,1
2137,21965107,Ian McEwan,2014,The Children Act,3.68,0,1,1
2138,7023554,Janet Evanovich,2009,"Sizzling Sixteen (Stephanie Plum, #16)",3.93,0,1,1
2139,22543496,Ashlee Vance,2015,Elon Musk: Inventing the Future,4.25,0,1,1
2140,12591698,James S.A. Corey,2012,"Caliban's War (The Expanse, #2)",4.28,0,1,1
2141,13454149,Rebecca Donovan,2012,"Barely Breathing (Breathing, #2)",4.33,0,1,1
2143,16992,"Mark Waid, Alex Ross, Elliot S. Maggin",1996,Kingdom Come,4.24,0,1,1
2144,6882,Henri Charrire,1969,Papillon,4.23,0,1,1
2145,56373,Sarah Waters,1998,Tipping the Velvet,4,0,1,1
2146,11607446,"Chris Colfer, Brandon Dorman",2012,"The Wishing Spell (The Land of Stories, #1)",4.21,0,1,1
2147,2586771,David Ebershoff,2008,The 19th Wife,3.63,0,1,1
2148,44184,Walter Dean Myers,1999,Monster,3.7,0,1,1
2149,9814682,George R.R. Martin,2011,"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",4.63,0,1,1
2150,132336,Patricia Cornwell,1991,"Body of Evidence (Kay Scarpetta, #2)",4,0,1,1
2151,16148398,"Brian K. Vaughan, Fiona Staples",2012,Saga #1,4.15,0,1,1
2152,1651302,Sara Shepard,2007,"Perfect (Pretty Little Liars, #3)",4.02,0,1,1
2153,15717876,Jessica Sorensen,2012,"The Secret of Ella and Micha (The Secret, #1)",4.01,0,1,1
2154,9533378,Kevin Hearne,2011,"Hounded (The Iron Druid Chronicles, #1)",4.12,0,1,1
2155,22076,Stephen King,2002,From a Buick 8,3.42,0,1,1
2156,77507,Kim Stanley Robinson,1993,"Red Mars (Mars Trilogy, #1)",3.84,0,1,1
2157,286957,"Charlotte Perkins Gilman, Elaine Hedges",1892,The Yellow Wall-Paper,4.11,0,1,1
2158,17136,"H.G. Wells, Alfred MacAdam",1968,The Time Machine/The Invisible Man,4.08,0,1,1
2159,628139,Nora Roberts,1998,"Sea Swept (Chesapeake Bay Saga, #1)",4.24,0,1,1
2160,12499290,Brent Weeks,2012,"The Blinding Knife (Lightbringer, #2)",4.45,0,1,1
2161,18189606,Morgan Matson,2014,Since You've Been Gone,4.19,0,1,1
2162,7907803,Steve Martin,2010,An Object of Beauty,3.58,0,1,1
2163,174703,"Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway",1969,What to Expect When You're Expecting,3.75,0,1,1
2164,127823,John Flanagan,2005,"The Icebound Land (Ranger's Apprentice, #3)",4.22,0,1,1
2165,165030,Marian Keyes,2006,"Anybody Out There? (Walsh Family, #4)",3.91,0,1,1
2166,18050143,"Peter Thiel, Blake  Masters",2014,"Zero to One: Notes on Startups, or How to Build the Future",4.17,0,1,1
2167,28260587,Sarah J. Maas,2016,"Empire of Storms (Throne of Glass, #5)",4.58,0,1,1
2168,169848,"Charles Dickens, Katharine Kroeber Wiley",1843,"A Christmas Carol, The Chimes and The Cricket on the Hearth",4.11,0,1,1
2169,26025580,Gillian Flynn,2014,The Grownup,3.54,0,1,1
2170,16790,Neil Gaiman,1998,Smoke and Mirrors: Short Fiction and Illusions,4.05,0,1,1
2171,12820793,Amish Tripathi,2013,"The Oath of the Vayuputras (Shiva Trilogy, #3)",3.66,0,1,1
2172,4985,Kurt Vonnegut Jr.,1968,Welcome to the Monkey House,4.13,0,1,1
2173,16141924,Jim Gaffigan,2013,Dad Is Fat,3.76,0,1,1
2174,2279,David McCullough,1992,Truman,4.15,0,1,1
2175,16130,Ron Chernow,2004,Alexander Hamilton,4.26,0,1,1
2176,7788,"Dr. Seuss, Various",2003,The Cat in the Hat and Other Dr. Seuss Favorites,4.41,0,1,1
2178,24920901,Elle Kennedy,2015,"The Deal (Off-Campus, #1)",4.3,0,1,1
2179,26074181,Kiera Cass,2016,"The Crown (The Selection, #5)",3.8,0,1,1
2180,11007587,David Baldacci,2011,"Zero Day (John Puller, #1)",3.99,0,1,1
2181,551876,"Arlene Mosel, Blair Lent",1968,Tikki Tikki Tembo,4.21,0,1,1
2182,3099787,L.J. Smith,2008,"Night World, No. 1 (Night World, #1-3)",4.04,0,1,1
2183,8204005,Tina Reber,2010,"Love Unscripted (Love, #1)",4.04,0,1,1
2184,13143,James Patterson,1999,"Pop Goes the Weasel (Alex Cross, #5)",3.98,0,1,1
2185,20803953,Penelope Douglas,2013,"Bully (Fall Away, #1)",4.15,0,1,1
2186,10104,Alison Weir,1980,The Six Wives of Henry VIII,4.1,0,1,1
2188,14250,Barbara Kingsolver,1993,Pigs in Heaven,3.97,0,1,1
2189,239399,John Scalzi,2006,"The Ghost Brigades (Old Man's War, #2)",4.09,0,1,1
2190,6150,Alan Paton,1948,"Cry, the Beloved Country",3.87,0,1,1
2191,887201,"Brian Froud, Alan Lee",1978,Faeries,3.89,0,1,1
2192,18943,Gregory Maguire,1999,Confessions of an Ugly Stepsister,3.51,0,1,1
2193,4268,Nick Hornby,2001,How to Be Good,3.18,0,1,1
2194,25494343,Cassandra Clare,2016,"Lady Midnight (The Dark Artifices, #1)",4.47,0,1,1
2195,2325825,Cornelia Funke,2007,"Inkdeath (Inkworld, #3)",3.93,0,1,1
2196,76683,Isaac Asimov,1982,Foundation's Edge (Foundation #4),4.08,0,1,1
2197,50798,Thomas Hardy,1895,Jude the Obscure,3.8,0,1,1
2198,587582,David Eddings,1982,"Queen of Sorcery (The Belgariad, #2)",4.13,0,1,1
2199,89723,Shirley Jackson,1949,The Lottery and Other Stories,4.06,0,1,1
2200,7182899,Margaret Peterson Haddix,2010,"Into the Gauntlet (The 39 Clues, #10)",3.99,0,1,1
2201,5056084,Aprilynne Pike,2009,"Wings (Wings, #1)",3.75,0,1,1
2202,22188,Cecily von Ziegesar,2002,"Gossip Girl (Gossip Girl, #1)",3.51,0,1,1
2203,149572,Frederick Forsyth,1972,The Odessa File,4.1,0,1,1
2204,15823461,Elizabeth Strout,2013,The Burgess Boys,3.54,0,1,1
2206,9902804,"Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna",2011,Lies That Chelsea Handler Told Me,3.74,0,1,1
2207,10805160,Tana French,2012,"Broken Harbour (Dublin Murder Squad, #4)",3.92,0,1,1
2208,16001893,M. Leighton,2013,"Down to You (The Bad Boys, #1)",4.05,0,1,1
2209,569564,William Shakespeare,1623,The Complete Works,4.49,0,1,1
2210,13651,Ursula K. Le Guin,1974,The Dispossessed,4.18,0,1,1
2211,935308,"Henning Mankell, Steven T. Murray",1991,"Faceless Killers (Kurt Wallander, #1)",3.78,0,1,1
2212,7933437,John Grisham,2010,The Confession,3.81,0,1,1
2213,32424,Dean Koontz,1988,Lightning,4.06,0,1,1
2214,21436,"James Patterson, Keith David, Anthony Heald",1997,"Cat and Mouse (Alex Cross, #4)",3.96,0,1,1
2215,80674,Judy Blume,1980,"Superfudge (Fudge, #3)",3.98,0,1,1
2216,28815474,Shari Lapena,2016,The Couple Next Door,3.74,0,1,1
2217,11563110,Cynthia Hand,2012,"Hallowed (Unearthly, #2)",4.15,0,1,1
2218,17333324,Ann Leckie,2013,Ancillary Justice (Imperial Radch #1),3.97,0,1,1
2219,5038,Terry Goodkind,2001,"The Pillars of Creation (Sword of Truth, #7)",3.67,0,1,1
2220,4122,"James C. Collins, Jerry I. Porras",1994,Built to Last: Successful Habits of Visionary Companies,3.98,0,1,1
2221,20758175,Allen Eskens,2014,The Life We Bury,3.93,0,1,1
2222,3412815,Eric Wilson,2008,Fireproof,4.47,0,1,1
2223,295961,Jack Higgins,1975,"The Eagle Has Landed (Liam Devlin, #1)",4.15,0,1,1
2224,30273,Laurell K. Hamilton,1996,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",4.12,0,1,1
2225,1857440,David Wong,2007,"John Dies at the End (John Dies at the End, #1)",3.92,0,1,1
2226,17349,"Carl Sagan, Ann Druyan",1995,The Demon-Haunted World: Science as a Candle in the Dark,4.27,0,1,1
2227,6408862,Lucy Christopher,2009,Stolen: A Letter to My Captor,3.93,0,1,1
2228,95558,Stanisaw Lem,1961,Solaris,3.97,0,1,1
2229,227603,Elizabeth Wurtzel,1994,Prozac Nation,3.57,0,1,1
2230,24784,Lloyd Alexander,1965,The Black Cauldron (The Chronicles of Prydain #2),4.13,0,1,1
2231,141565,Daniel J. Levitin,2006,This Is Your Brain on Music: The Science of a Human Obsession,3.86,0,1,1
2232,17888952,Mitch Albom,2013,The First Phone Call from Heaven,3.73,0,1,1
2233,61115,Augusten Burroughs,2006,Possible Side Effects,3.97,0,1,1
2234,17884042,Anna Quindlen,2014,Still Life with Bread Crumbs,3.63,0,1,1
2235,16322,Agatha Christie,1936,"The A.B.C. Murders (Hercule Poirot, #13)",3.97,0,1,1
2236,280111,Anonymous,1909,Holy Bible: New International Version,4.61,0,1,1
2237,10993282,J.R. Ward,2012,"Lover Reborn (Black Dagger Brotherhood, #10)",4.35,0,1,1
2238,110391,Julia Quinn,2000,"The Duke and I (Bridgertons, #1)",4.11,0,1,1
2239,68378,"Margaret Weis, Tracy Hickman",1985,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",4.12,0,1,1
2240,5517,Lorraine Hansberry,1959,A Raisin in the Sun,3.72,0,1,1
2241,40445,Richard K. Morgan,2002,"Altered Carbon (Takeshi Kovacs, #1)",4.1,0,1,1
2242,34993,Tom Clancy,1991,"The Sum of All Fears (Jack Ryan Universe, #7)",3.99,0,1,1
2243,25837341,A.J. Banner,2015,The Good Neighbor,3.33,0,1,1
2244,17131869,"Brian K. Vaughan, Fiona Staples",2013,"Saga, Vol. 2 (Saga, #2)",4.57,0,1,1
2245,231562,Lee Child,2004,"The Enemy (Jack Reacher, #8)",4.15,0,1,1
2246,20604826,Michael   Lewis,2014,Flash Boys: A Wall Street Revolt,4.12,0,1,1
2247,193755,"Jean-Dominique Bauby, Jeremy Leggatt",1997,The Diving Bell and the Butterfly,4.01,0,1,1
2248,13538641,"Bill O'Reilly, Martin Dugard",2012,Killing Kennedy: The End of Camelot,4.05,0,1,1
2249,25387351,John Grisham,2015,Rogue Lawyer,3.7,0,1,1
2250,10538,Bill Bryson,2006,The Life and Times of the Thunderbolt Kid,3.93,0,1,1
2251,7159515,Chevy Stevens,2010,Still Missing,3.96,0,1,1
2252,4912,Frank McCourt,1999,"'Tis (Frank McCourt, #2)",3.66,0,1,1
2253,39020,Charles C. Mann,2005,1491: New Revelations of the Americas Before Columbus,4.01,0,1,1
2254,22489107,Marissa Meyer,2015,"Fairest (The Lunar Chronicles, #3.5)",4.02,0,1,1
2255,361459,Kay Redfield Jamison,1995,An Unquiet Mind: A Memoir of Moods and Madness,4.03,0,1,1
2256,381421,Sarah  Young,2004,Jesus Calling: Enjoying Peace in His Presence,4.54,0,1,1
2257,14940,Edward Albee,1962,Who's Afraid of Virginia Woolf?,4.09,0,1,1
2258,1128434,Andrzej Sapkowski,1993,"The Last Wish (The Witcher, #1)",4.2,0,1,1
2259,17841,"Umberto Eco, William Weaver",1988,Foucault's Pendulum,3.89,0,1,1
2260,270067,Don Freeman,1978,A Pocket for Corduroy,4.29,0,1,1
2261,21445,"James Patterson, Maxine Paetro",2006,"The 5th Horseman (Women's Murder Club, #5)",4.03,0,1,1
2262,153008,Jacqueline Carey,2001,"Kushiel's Dart (Phdre's Trilogy, #1)",4.04,0,1,1
2263,7501962,Eric Metaxas,2009,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",4.23,0,1,1
2264,11746513,Janet Evanovich,2011,"Explosive Eighteen (Stephanie Plum, #18)",3.92,0,1,1
2265,6686092,Michael  Grant,2010,"Lies (Gone, #3)",4.09,0,1,1
2266,672493,A.W. Tozer,1948,The Pursuit of God,4.38,0,1,1
2267,9659607,Julie Kagawa,2011,"The Iron Knight (The Iron Fey, #4)",4.23,0,1,1
2268,462033,Jacqueline Winspear,2003,"Maisie Dobbs (Maisie Dobbs, #1)",3.91,0,1,1
2269,43916,Raymond E. Feist,1982,"Magician (The Riftwar Saga, #1-2)",4.32,0,1,1
2270,5453,Ann Brashares,2007,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",3.8,0,1,1
2271,34527,Terry Pratchett,1996,"Feet of Clay (Discworld, #19; City Watch, #3)",4.26,0,1,1
2272,7822895,"Stieg Larsson, Reg Keeland",2005,"The Millennium Trilogy (Millennium Trilogy, #1-3)",4.46,0,1,1
2273,29981261,Dot Hutchison,2016,The Butterfly Garden (The Collector #1),4.07,0,1,1
2274,9370,Tom Robbins,1990,Skinny Legs and All,4.03,0,1,1
2275,5604848,Jeaniene Frost,2009,"Destined for an Early Grave (Night Huntress, #4)",4.34,0,1,1
2276,16134782,R.K. Lilley,2012,"In Flight (Up in the Air, #1)",4.1,0,1,1
2277,13128,James Patterson,2006,"Cross (Alex Cross, #12)",3.99,0,1,1
2278,19448,Meg Cabot,2002,"All-American Girl (All-American Girl, #1)",3.73,0,1,1
2279,27,Bill Bryson,1991,Neither Here nor There: Travels in Europe,3.88,0,1,1
2280,23228,David Levithan,2003,Boy Meets Boy,3.85,0,1,1
2281,17349023,Wally Lamb,2013,We Are Water,3.79,0,1,1
2282,3393124,James Patterson,2009,"Max (Maximum Ride, #5)",4.07,0,1,1
2283,7778981,Alexandra Adornetto,2010,"Halo (Halo, #1)",3.67,0,1,1
2284,95186,Kiran Desai,2006,The Inheritance of Loss,3.41,0,1,1
2285,13813,Raymond E. Feist,1986,"A Darkness At Sethanon (The Riftwar Saga, #4)",4.17,0,1,1
2286,16640,"Johann Wolfgang von Goethe, Burton Pike",1774,The Sorrows of Young Werther,3.63,0,1,1
2287,3570231,Jeaniene Frost,2008,"At Grave's End (Night Huntress, #3)",4.31,0,1,1
2288,24687,Alexandra Fuller,2001,Don't Let's Go to the Dogs Tonight,3.96,0,1,1
2289,41424,Robin McKinley,1978,Beauty: A Retelling of the Story of Beauty and the Beast,4.05,0,1,1
2290,6604712,Jonathan Safran Foer,2009,Eating Animals,4.18,0,1,1
2291,355917,"Angie Sage, Mark Zug",2006,"Flyte (Septimus Heap, #2)",3.99,0,1,1
2292,13637412," , Saud Alsanousi",2012, ,4.25,0,1,1
2293,10429092,Rae Carson,2011,"The Girl of Fire and Thorns (Fire and Thorns, #1)",3.81,0,1,1
2294,7137327,Ann Aguirre,2011,"Enclave (Razorland, #1)",3.92,0,1,1
2295,4806,"Dava Sobel, Neil Armstrong",1995,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,3.95,0,1,1
2296,232145,Patricia Cornwell,1997,"Unnatural Exposure (Kay Scarpetta, #8)",4.05,0,1,1
2297,14706,"Johann Wolfgang von Goethe, Peter Salm",1808,Faust: First Part,3.93,0,1,1
2298,296662,James W. Loewen,1995,Lies My Teacher Told Me,3.96,0,1,1
2299,45108,Robin Hobb,2003,"Fool's Fate (Tawny Man, #3)",4.38,0,1,1
2300,3217221,"Joe Hill, Gabriel Rodrguez",2008,"Locke & Key, Vol. 1: Welcome to Lovecraft",4.18,0,1,1
2301,6043849,Patrick Ness,2009,"The Ask and the Answer (Chaos Walking, #2)",4.2,0,1,1
2302,73062,Alexandra Ripley,1991,Scarlett,3.44,0,1,1
2303,30241,Laurell K. Hamilton,1996,"Bloody Bones (Anita Blake, Vampire Hunter #5)",4.1,0,1,1
2304,46165,F. Scott Fitzgerald,1920,This Side of Paradise,3.68,0,1,1
2305,11797365,Blaine Harden,2012,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,3.99,0,1,1
2306,30263,Kim Harrison,2005,"Every Which Way But Dead (The Hollows, #3)",4.29,0,1,1
2307,25852870,Curtis Sittenfeld,2016,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",3.63,0,1,1
2308,6988014,Sarah Thornton,2008,Seven Days in the Art World,3.54,0,1,1
2309,597790,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007,The Children of Hrin,3.94,0,1,1
2310,78427,Dave Ramsey,2003,The Total Money Makeover: A Proven Plan for Financial Fitness,4.29,0,1,1
2311,61549,"Richard Atwater, Florence Atwater, Robert Lawson",1938,Mr. Popper's Penguins,3.95,0,1,1
2312,234724,Orson Scott Card,2002,"Shadow Puppets (Ender's Shadow, #3)",3.88,0,1,1
2313,19103097,Lev Grossman,2014,"The Magician's Land (The Magicians, #3)",4.16,0,1,1
2314,10979,William Faulkner,1932,Light in August,3.93,0,1,1
2315,24335,"E.B. White, Fred Marcellino",1970,The Trumpet of the Swan,4.06,0,1,1
2316,13641208,George Saunders,2013,Tenth of December,3.96,0,1,1
2317,6944032,Sherrilyn Kenyon,2002,"Night Pleasures (Dark-Hunter, #1)",4.23,0,1,1
2318,998,"Thomas J. Stanley, William D. Danko",1995,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,4,0,1,1
2319,5267365,Ally Carter,2009,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",4.2,0,1,1
2320,14318,Bob Dylan,2004,"Chronicles, Vol. 1",3.98,0,1,1
2321,26,Bill Bryson,1989,The Lost Continent: Travels in Small Town America,3.83,0,1,1
2322,9500416,Lisa See,2011,Dreams of Joy (Shanghai Girls #2),4.06,0,1,1
2323,43326,Sidney Sheldon,1998,Tell Me Your Dreams,3.93,0,1,1
2324,8248,"Laura Ingalls Wilder, Garth Williams",1939,"By the Shores of Silver Lake  (Little House, #5)",4.16,0,1,1
2325,18630,Iain M. Banks,1988,"The Player of Games (Culture, #2)",4.26,0,1,1
2326,24384,"George Selden, Garth Williams",1960,The Cricket in Times Square,4.01,0,1,1
2327,21343,Patrick Lencioni,2002,The Five Dysfunctions of a Team: A Leadership Fable,4.01,0,1,1
2328,23940,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953,Junky,3.85,0,1,1
2329,313605,"Roger Fisher, William Ury, Bruce Patton",1981,Getting to Yes: Negotiating an Agreement Without Giving In,3.88,0,1,1
2330,16136959,R.K. Lilley,2012,"Mile High (Up in the Air, #2)",4.21,0,1,1
2331,25111004,Colleen Hoover,2015,9-Nov,4.41,0,1,1
2332,29639736,Kerry Lonsdale,2016,"Everything We Keep (Everything We Keep, #1)",3.84,0,1,1
2333,15724654,Samantha Towle,2012,"The Mighty Storm (The Storm, #1)",4.19,0,1,1
2334,11250317,Madeline Miller,2011,The Song of Achilles,4.27,0,1,1
2335,29405093,Amy Schumer,2016,The Girl with the Lower Back Tattoo,3.76,0,1,1
2337,431,"Paul Auster, Art Spiegelman",1987,The New York Trilogy,3.92,0,1,1
2338,89763,Pam Muoz Ryan,2000,Esperanza Rising,3.91,0,1,1
2339,5114,J.D. Salinger,1955,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",4.11,0,1,1
2340,7455,Candace Bushnell,1996,Sex and the City,3.37,0,1,1
2341,30244,Laurell K. Hamilton,1997,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",4.12,0,1,1
2342,12321,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886,Beyond Good and Evil,4.01,0,1,1
2343,108077,Christopher Paul Curtis,1995,The Watsons Go to Birmingham - 1963,3.95,0,1,1
2344,497199,Charles Bukowski,1975,Factotum,3.96,0,1,1
2345,10215349,Julie Kagawa,2012,"The Immortal Rules (Blood of Eden, #1)",4.1,0,1,1
2346,5632446,Dave Cullen,2009,Columbine,4.26,0,1,1
2347,31340,Anne Rice,1993,"Lasher (Lives of the Mayfair Witches, #2)",3.84,0,1,1
2348,22319275,Laila Ibrahim,2010,Yellow Crocus,4.24,0,1,1
2349,15814872,"Mark Owen, Kevin Maurer",2012,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,3.95,0,1,1
2350,13056159,Laura Moriarty,2012,The Chaperone,3.84,0,1,1
2351,232123,Patricia Cornwell,1992,"All That Remains (Kay Scarpetta, #3)",4.05,0,1,1
2352,10596,"Richard Bachman, Stephen King",1996,The Regulators,3.63,0,1,1
2353,25101,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990,Season of Mists (The Sandman #4),4.54,0,1,1
2354,13130,"James Patterson, Andrew Gross",2006,Judge & Jury,3.98,0,1,1
2355,54539,George Eliot,1861,Silas Marner,3.6,0,1,1
2356,13644052,Jennifer L. Armentrout,2013,"Origin (Lux, #4)",4.44,0,1,1
2357,13839,Michael Pollan,2001,The Botany of Desire: A Plant's-Eye View of the World,4.05,0,1,1
2358,7930335,"Kami Garcia, Margaret Stohl",2012,"Beautiful Redemption (Caster Chronicles, #4)",3.94,0,1,1
2359,6746018,Kate Morton,2010,The Distant Hours,3.87,0,1,1
2360,23125266,Clare Mackintosh,2016,I Let You Go,4.09,0,1,1
2361,325128,Robert Louis Stevenson,1886,"Kidnapped (David Balfour, #1)",3.78,0,1,1
2362,85431,H.G. Bissinger,1988,"Friday Night Lights: A Town, a Team, and a Dream",4.11,0,1,1
2363,180066,David Sheff,2007,Beautiful Boy: A Father's Journey Through His Son's Addiction,4.03,0,1,1
2364,12900174,Abbi Glines,2011,"The Vincent Boys (The Vincent Boys, #1)",3.98,0,1,1
2365,261240,Edgar Allan Poe,1846,The Cask of Amontillado,4.09,0,1,1
2366,1715,"Ovid, David Raeburn, Denis Feeney",8,Metamorphoses,4.03,0,1,1
2367,11206,Julia Alvarez,1994,In the Time of the Butterflies,4.13,0,1,1
2368,77398,Robert Morgan,1999,Gap Creek,3.71,0,1,1
